,train_loss,test_loss,test_acc
0,2.3019012082417807,2.3011100634980126,0.11349999904632568
1,2.301751165644328,2.3013483891471886,0.11349999904632568
2,2.3017377922058104,2.3011013349405114,0.11349999904632568
3,2.3017586076100667,2.301386191060368,0.11349999904632568
4,2.301785380045573,2.3015856697155646,0.11349999904632568
5,2.301696384938558,2.301252178490733,0.11349999904632568
6,2.3015917055765787,2.302044736691557,0.11349999904632568
7,2.301527426783244,2.3016858199914805,0.11349999904632568
8,2.301793051147461,2.3012766480065,0.11349999904632568
9,2.3017787949879964,2.3013868187182247,0.11349999904632568
10,2.30157920811971,2.301377687210473,0.11349999904632568
11,2.3017182585398355,2.3011444193867447,0.11349999904632568
12,2.3017380552927653,2.3012495246558142,0.11349999904632568
13,2.301733278020223,2.3012675187839107,0.11349999904632568
14,2.3017058197021485,2.3012472684391008,0.11349999904632568
15,2.3017211204528807,2.301134704400937,0.11349999904632568
16,2.301576459376017,2.3014285739618368,0.11349999904632568
17,2.301709022394816,2.3011315463069146,0.11349999904632568
18,2.3016982376098634,2.301070002321237,0.11349999904632568
19,2.3017490233103435,2.300996688227303,0.11349999904632568
20,2.301650350189209,2.3016136484785963,0.11349999904632568
21,2.3015554626464843,2.302116193710425,0.11349999904632568
22,2.301599556859334,2.301195211684742,0.11349999904632568
23,2.3014866881052654,2.3013141581806513,0.11349999904632568
24,2.301520899581909,2.301299965038848,0.11349999904632568
25,2.301644084040324,2.301012020141553,0.11349999904632568
26,2.3015833611806236,2.3013351359687295,0.11349999904632568
27,2.3016,2.301254297597721,0.11349999904632568
28,2.301543887456258,2.3011393501354864,0.11349999904632568
29,2.301573305892944,2.3011613631019956,0.11349999904632568
30,2.3014641710917156,2.30165806060401,0.10279999673366547
31,2.3015233083089193,2.301486747333417,0.11349999904632568
32,2.301600475692749,2.301166783506497,0.11349999904632568
33,2.301592164738973,2.300975453739349,0.10279999673366547
34,2.3015394991556803,2.3010651158829467,0.11349999904632568
35,2.301547383626302,2.301203148052715,0.11349999904632568
36,2.3014597038269042,2.3008547377662536,0.11349999904632568
37,2.301358996963501,2.300840939195773,0.11349999904632568
38,2.301362007522583,2.3009005712624937,0.11349999904632568
39,2.30138796005249,2.3009540684306966,0.11349999904632568
